Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","562.57411","Escherichia coli strain W2_11_ERB6","fig|562.57411.peg.4807",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.97025","Escherichia coli VRES1200","fig|562.97025.peg.5007",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.135562","Escherichia coli MGL_87","fig|562.135562.peg.5139","R2R64_16340",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.97216","Escherichia coli VREC1376","fig|562.97216.peg.4810",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.57364","Escherichia coli strain PB320","fig|562.57364.peg.5453",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.97020","Escherichia coli VRES1202","fig|562.97020.peg.5004",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.58772","Escherichia coli strain ENV76","fig|562.58772.peg.4681",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.100786","Escherichia coli 02173e4c-7bb9-11e9-a8d3-68b59976a384","fig|562.100786.peg.4868","AWG95_09620",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.45660","Escherichia coli strain EC_38","fig|562.45660.peg.4560","EXX38_24370",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","CARD","562.97033","Escherichia coli VRES1196","fig|562.97033.peg.4995",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.73357","Escherichia coli strain BB1410","fig|562.73357.peg.5362","JFD_05234",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42763","Escherichia coli strain M1","fig|562.42763.peg.4744",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.135576","Escherichia coli 20200203_MGL_04","fig|562.135576.peg.5128",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.42634","Escherichia coli strain 100","fig|562.42634.peg.4553",,,,,"QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","17938184",,,,
"BLAT","Antibiotic Resistance","NDARO","562.45594","Escherichia coli strain EC_76","fig|562.45594.peg.3241","EXX72_20000",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,99,"1e-128"
"BLAT","Antibiotic Resistance","CARD","562.97110","Escherichia coli VRES1354","fig|562.97110.peg.4401",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.57457","Escherichia coli strain PB251","fig|562.57457.peg.4992",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.22979","Escherichia coli O6:H1 strain ECO0602","fig|562.22979.peg.5274",,,"WP_012579084.1","Enterobacterales",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57430","Escherichia coli strain W2_6_ERB1","fig|562.57430.peg.4692",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57402","Escherichia coli strain W2_11_ERB1","fig|562.57402.peg.4430",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57404","Escherichia coli strain W1_7_ERG10","fig|562.57404.peg.4640",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.57509","Escherichia coli strain PB78","fig|562.57509.peg.4734",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.58720","Escherichia coli strain 14060900","fig|562.58720.peg.5573",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.42757","Escherichia coli strain 85","fig|562.42757.peg.5127",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","CARD","562.58626","Escherichia coli strain PH118","fig|562.58626.peg.3741",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.45615","Escherichia coli strain EC_27","fig|562.45615.peg.4128","EXX25_24130",,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.97030","Escherichia coli VREC1125","fig|562.97030.peg.4984",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.45658","Escherichia coli strain EC_39","fig|562.45658.peg.4983","EXX39_24410",,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","NDARO","562.58783","Escherichia coli strain ENV323","fig|562.58783.peg.4035",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.97106","Escherichia coli VREC1234","fig|562.97106.peg.4437",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99759","Escherichia coli ea0054a6-7bb8-11e9-a8d3-68b59976a384","fig|562.99759.peg.5067",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: BLASTP","Antibiotic Resistance","NDARO","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.5916","PU65_24295",,"WP_012954666.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","QnrB family quinolone resistance pentapeptide repeat protein",,"quinolone","quinolone",,92,100,100,
"BLAT","Antibiotic Resistance","CARD","562.56841","Escherichia coli strain 50-16","fig|562.56841.peg.6377",,,"ABG56269.1","Citrobacter freundii","QnrB10","Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,23,80,98,"4e-22"
"BLAT","Antibiotic Resistance","NDARO","562.73351","Escherichia coli strain BB1408","fig|562.73351.peg.5495","JFD_05344",,"WP_012579084.1","Enterobacterales","pipB2_2","Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrA1","",,,,100,100,100,"1e-130"
"BLAT","Antibiotic Resistance","NDARO","562.57446","Escherichia coli strain F1_9_ERB1","fig|562.57446.peg.5167",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57442","Escherichia coli strain F1_8_ERB12","fig|562.57442.peg.4244",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.97023","Escherichia coli VRES1197","fig|562.97023.peg.4991",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57241","Escherichia coli strain 24742_1#352","fig|562.57241.peg.4565",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"BLAT","Antibiotic Resistance","CARD","562.57385","Escherichia coli strain W1_10_ERB1","fig|562.57385.peg.4671",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"BLAT","Antibiotic Resistance","NDARO","562.58720","Escherichia coli strain 14060900","fig|562.58720.peg.5573",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.58703","Escherichia coli strain 14036998","fig|562.58703.peg.4675",,,"WP_003020537.1",,,"Pentapeptide repeat protein QnrB family => Quinolone resistance protein QnrB10","quinolone resistance pentapeptide repeat protein QnrB38",,"quinolone","quinolone",,100,100,100,
"K-mer Search","Antibiotic Resistance","PATRIC","562.57433","Escherichia coli strain W2_6_ERG5","fig|562.57433.peg.4498",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57377","Escherichia coli strain PB532","fig|562.57377.peg.4812",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"K-mer Search","Antibiotic Resistance","PATRIC","562.97020","Escherichia coli VRES1202","fig|562.97020.peg.5004",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.57460","Escherichia coli strain PB516","fig|562.57460.peg.4895",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57506","Escherichia coli strain PB456","fig|562.57506.peg.5007",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.73346","Escherichia coli strain BB1412","fig|562.73346.peg.4986","JFD_04893",,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"BLAT","Antibiotic Resistance","CARD","562.57391","Escherichia coli strain W1_4_ERB5","fig|562.57391.peg.4464",,,"ABG56870.1","Klebsiella pneumoniae","QnrS1","Pentapeptide repeat protein QnrB family",,"antibiotic target protection protein,fluoroquinolone resistance gene",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57391","Escherichia coli strain W1_4_ERB5","fig|562.57391.peg.4464",,,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
"BLAT","Antibiotic Resistance","NDARO","562.57458","Escherichia coli strain PB207","fig|562.57458.peg.4698",,,"WP_001516695.1","Gammaproteobacteria",,"Pentapeptide repeat protein QnrB family","MULTISPECIES: quinolone resistance pentapeptide repeat protein QnrS1","",,,,100,100,100,"1e-129"
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.57411","Escherichia coli strain W2_11_ERB6","fig|562.57411.peg.4807",,,"1832",,,"Pentapeptide repeat protein QnrB family","QnrS2","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,65,100,100,"7.98158e-106"
"K-mer Search","Antibiotic Resistance","PATRIC","562.57439","Escherichia coli strain W3_1_ERB5","fig|562.57439.peg.1114",,,,,"QnrB family","Pentapeptide repeat protein QnrB family","Pentapeptide repeat protein QnrB family","antibiotic target protection protein","Fluoroquinolones Quinolones Quinolines","ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;norfloxacin;sparfloxacin","11943863",,,,
"AMRFinderPlus: ALLELEP","Antibiotic Resistance","NDARO","562.57456","Escherichia coli strain PB303","fig|562.57456.peg.2376",,,"WP_001516695.1",,,"Pentapeptide repeat protein QnrB family","quinolone resistance pentapeptide repeat protein QnrS1",,"quinolone","quinolone",,100,100,100,
"RGI: protein homolog model","Antibiotic Resistance","CARD","562.135579","Escherichia coli MGL_1560","fig|562.135579.peg.5080","BFL24_27670",,"381",,,"Pentapeptide repeat protein QnrB family","QnrS1","antibiotic target protection","fluoroquinolone","ciprofloxacin;levofloxacin;moxifloxacin;gatifloxacin;nalidixic acid;norfloxacin;sparfloxacin",,100,100,100,"1.18559e-166"
